survey_year,indicator_name,values,country_name,hdi_category,reference
,Human development index (HDI) value 2005,0.432,Côte d'Ivoire,LOW HUMAN DEVELOPMENT,
,Human development index (HDI) value 2005,0.413,Burundi,LOW HUMAN DEVELOPMENT,
,Human development index (HDI) value 2005,0.411,Congo (Democratic Republic of the),LOW HUMAN DEVELOPMENT,
,Human development index (HDI) value 2005,0.406,Ethiopia,,
,Human development index (HDI) value 2005,0.388,Chad,,
,Human development index (HDI) value 2005,0.384,Central African Republic,,
,Human development index (HDI) value 2005,0.384,Mozambique,,
,Human development index (HDI) value 2005,0.380,Mali,,
,Human development index (HDI) value 2005,0.374,Niger,,
,Human development index (HDI) value 2005,0.374,Guinea-Bissau,,
,Human development index (HDI) value 2005,0.370,Burkina Faso,,
,Human development index (HDI) value 2005,0.336,Sierra Leone,,
,Human development index (HDI) value 2005,0.691,,,
,Life expectancy at birth (years) 2005,81.5,Iceland,HIGH HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,79.8,Norway,HIGH HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,80.9,Australia,HIGH HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,80.3,Canada,HIGH HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,78.4,Ireland,HIGH HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,80.5,Sweden,HIGH HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,81.3,Switzerland,HIGH HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,82.3,Japan,HIGH HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,79.2,Netherlands,HIGH HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,80.2,France,HIGH HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,78.9,Finland,HIGH HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,77.9,United States,HIGH HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,80.5,Spain,HIGH HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,77.9,Denmark,HIGH HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,79.4,Austria,HIGH HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,79.0,United Kingdom,HIGH HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,78.8,Belgium,HIGH HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,78.4,Luxembourg,HIGH HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,79.8,New Zealand,HIGH HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,80.3,Italy,HIGH HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,81.9,"Hong Kong, China (SAR)",HIGH HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,79.1,Germany,HIGH HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,80.3,Israel,HIGH HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,78.9,Greece,HIGH HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,79.4,Singapore,HIGH HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,77.9,Korea (Republic of),HIGH HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,77.4,Slovenia,HIGH HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,79.0,Cyprus,HIGH HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,77.7,Portugal,HIGH HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,76.7,Brunei Darussalam,HIGH HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,76.6,Barbados,HIGH HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,75.9,Czech Republic,HIGH HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,77.3,Kuwait,HIGH HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,79.1,Malta,HIGH HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,75.0,Qatar,HIGH HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,72.9,Hungary,HIGH HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,75.2,Poland,HIGH HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,74.8,Argentina,HIGH HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,78.3,United Arab Emirates,HIGH HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,78.3,Chile,HIGH HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,75.2,Bahrain,HIGH HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,74.2,Slovakia,HIGH HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,72.5,Lithuania,HIGH HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,71.2,Estonia,HIGH HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,72.0,Latvia,HIGH HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,75.9,Uruguay,HIGH HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,75.3,Croatia,HIGH HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,78.5,Costa Rica,HIGH HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,72.3,Bahamas,HIGH HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,72.7,Seychelles,HIGH HUMAN DEVELOPMENT,"h,k"
,Life expectancy at birth (years) 2005,77.7,Cuba,HIGH HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,75.6,Mexico,HIGH HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,72.7,Bulgaria,HIGH HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,70.0,Saint Kitts and Nevis,HIGH HUMAN DEVELOPMENT,"h,p"
,Life expectancy at birth (years) 2005,72.8,Tonga,HIGH HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,73.4,Libyan Arab Jamahiriya,HIGH HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,73.9,Antigua and Barbuda,HIGH HUMAN DEVELOPMENT,"h,p"
,Life expectancy at birth (years) 2005,75.0,Oman,HIGH HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,69.2,Trinidad and Tobago,HIGH HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,71.9,Romania,HIGH HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,72.2,Saudi Arabia,HIGH HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,75.1,Panama,HIGH HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,73.7,Malaysia,HIGH HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,68.7,Belarus,HIGH HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,72.4,Mauritius,HIGH HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,74.5,Bosnia and Herzegovina,HIGH HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,65.0,Russian Federation,HIGH HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,76.2,Albania,HIGH HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,73.8,Macedonia (TFYR),HIGH HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,71.7,Brazil,HIGH HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,75.6,Dominica,MEDIUM HUMAN DEVELOPMENT,"h,q"
,Life expectancy at birth (years) 2005,73.1,Saint Lucia,MEDIUM HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,65.9,Kazakhstan,MEDIUM HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,73.2,Venezuela (Bolivarian Republic of),MEDIUM HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,72.3,Colombia,MEDIUM HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,67.7,Ukraine,MEDIUM HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,70.8,Samoa,MEDIUM HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,69.6,Thailand,MEDIUM HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,71.5,Dominican Republic,MEDIUM HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,75.9,Belize,MEDIUM HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,72.5,China,MEDIUM HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,68.2,Grenada,MEDIUM HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,71.7,Armenia,MEDIUM HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,71.4,Turkey,MEDIUM HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,69.6,Suriname,MEDIUM HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,71.9,Jordan,MEDIUM HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,70.7,Peru,MEDIUM HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,71.5,Lebanon,MEDIUM HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,74.7,Ecuador,MEDIUM HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,71.0,Philippines,MEDIUM HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,73.5,Tunisia,MEDIUM HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,68.3,Fiji,MEDIUM HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,71.1,Saint Vincent and the Grenadines,MEDIUM HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,70.2,Iran (Islamic Republic of),MEDIUM HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,71.3,Paraguay,MEDIUM HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,70.7,Georgia,MEDIUM HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,65.2,Guyana,MEDIUM HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,67.1,Azerbaijan,MEDIUM HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,71.6,Sri Lanka,MEDIUM HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,67.0,Maldives,MEDIUM HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,72.2,Jamaica,MEDIUM HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,71.0,Cape Verde,MEDIUM HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,71.3,El Salvador,MEDIUM HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,71.7,Algeria,MEDIUM HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,73.7,Viet Nam,MEDIUM HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,72.9,Occupied Palestinian Territories,MEDIUM HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,69.7,Indonesia,MEDIUM HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,73.6,Syrian Arab Republic,MEDIUM HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,62.6,Turkmenistan,MEDIUM HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,71.9,Nicaragua,MEDIUM HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,68.4,Moldova,MEDIUM HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,70.7,Egypt,MEDIUM HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,66.8,Uzbekistan,MEDIUM HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,65.9,Mongolia,MEDIUM HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,69.4,Honduras,MEDIUM HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,65.6,Kyrgyzstan,MEDIUM HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,64.7,Bolivia,MEDIUM HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,69.7,Guatemala,MEDIUM HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,56.2,Gabon,MEDIUM HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,69.3,Vanuatu,MEDIUM HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,50.8,South Africa,MEDIUM HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,66.3,Tajikistan,MEDIUM HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,64.9,Sao Tome and Principe,MEDIUM HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,48.1,Botswana,MEDIUM HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,51.6,Namibia,MEDIUM HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,70.4,Morocco,MEDIUM HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,50.4,Equatorial Guinea,MEDIUM HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,63.7,India,MEDIUM HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,63.0,Solomon Islands,MEDIUM HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,63.2,Lao People's Democratic Republic,MEDIUM HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,58.0,Cambodia,MEDIUM HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,60.8,Myanmar,MEDIUM HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,64.7,Bhutan,MEDIUM HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,64.1,Comoros,MEDIUM HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,59.1,Ghana,MEDIUM HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,64.6,Pakistan,MEDIUM HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,63.2,Mauritania,MEDIUM HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,42.6,Lesotho,MEDIUM HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,54.0,Congo,MEDIUM HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,63.1,Bangladesh,MEDIUM HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,40.9,Swaziland,MEDIUM HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,62.6,Nepal,MEDIUM HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,58.4,Madagascar,MEDIUM HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,49.8,Cameroon,MEDIUM HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,56.9,Papua New Guinea,MEDIUM HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,59.5,Haiti,MEDIUM HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,57.4,Sudan,MEDIUM HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,52.1,Kenya,MEDIUM HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,53.9,Djibouti,MEDIUM HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,59.7,Timor-Leste,MEDIUM HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,40.9,Zimbabwe,MEDIUM HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,57.8,Togo,MEDIUM HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,61.5,Yemen,MEDIUM HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,49.7,Uganda,MEDIUM HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,58.8,Gambia,MEDIUM HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,62.3,Senegal,LOW HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,56.6,Eritrea,LOW HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,46.5,Nigeria,LOW HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,51.0,Tanzania (United Republic of),LOW HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,54.8,Guinea,LOW HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,45.2,Rwanda,LOW HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,41.7,Angola,LOW HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,55.4,Benin,LOW HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,46.3,Malawi,LOW HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,40.5,Zambia,LOW HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,47.4,Côte d'Ivoire,LOW HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,48.5,Burundi,LOW HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,45.8,Congo (Democratic Republic of the),LOW HUMAN DEVELOPMENT,
,Life expectancy at birth (years) 2005,51.8,Ethiopia,,
,Life expectancy at birth (years) 2005,50.4,Chad,,
,Life expectancy at birth (years) 2005,43.7,Central African Republic,,
,Life expectancy at birth (years) 2005,42.8,Mozambique,,
,Life expectancy at birth (years) 2005,53.1,Mali,,
,Life expectancy at birth (years) 2005,55.8,Niger,,
,Life expectancy at birth (years) 2005,45.8,Guinea-Bissau,,
,Life expectancy at birth (years) 2005,51.4,Burkina Faso,,
,Life expectancy at birth (years) 2005,41.8,Sierra Leone,,
,Life expectancy at birth (years) 2005,66.1,,,
,Adult literacy rate (% aged 15 and above) 1995-2005,..,Iceland,HIGH HUMAN DEVELOPMENT,
,Adult literacy rate (% aged 15 and above) 1995-2005,..,Norway,HIGH HUMAN DEVELOPMENT,
,Adult literacy rate (% aged 15 and above) 1995-2005,..,Australia,HIGH HUMAN DEVELOPMENT,
,Adult literacy rate (% aged 15 and above) 1995-2005,..,Canada,HIGH HUMAN DEVELOPMENT,
,Adult literacy rate (% aged 15 and above) 1995-2005,..,Ireland,HIGH HUMAN DEVELOPMENT,
,Adult literacy rate (% aged 15 and above) 1995-2005,..,Sweden,HIGH HUMAN DEVELOPMENT,
,Adult literacy rate (% aged 15 and above) 1995-2005,..,Switzerland,HIGH HUMAN DEVELOPMENT,
,Adult literacy rate (% aged 15 and above) 1995-2005,..,Japan,HIGH HUMAN DEVELOPMENT,
,Adult literacy rate (% aged 15 and above) 1995-2005,..,Netherlands,HIGH HUMAN DEVELOPMENT,
,Adult literacy rate (% aged 15 and above) 1995-2005,..,France,HIGH HUMAN DEVELOPMENT,
,Adult literacy rate (% aged 15 and above) 1995-2005,..,Finland,HIGH HUMAN DEVELOPMENT,
,Adult literacy rate (% aged 15 and above) 1995-2005,..,United States,HIGH HUMAN DEVELOPMENT,
,Adult literacy rate (% aged 15 and above) 1995-2005,..,Spain,HIGH HUMAN DEVELOPMENT,
,Adult literacy rate (% aged 15 and above) 1995-2005,..,Denmark,HIGH HUMAN DEVELOPMENT,
,Adult literacy rate (% aged 15 and above) 1995-2005,..,Austria,HIGH HUMAN DEVELOPMENT,
,Adult literacy rate (% aged 15 and above) 1995-2005,..,United Kingdom,HIGH HUMAN DEVELOPMENT,
,Adult literacy rate (% aged 15 and above) 1995-2005,..,Belgium,HIGH HUMAN DEVELOPMENT,
,Adult literacy rate (% aged 15 and above) 1995-2005,..,Luxembourg,HIGH HUMAN DEVELOPMENT,
,Adult literacy rate (% aged 15 and above) 1995-2005,..,New Zealand,HIGH HUMAN DEVELOPMENT,
,Adult literacy rate (% aged 15 and above) 1995-2005,98.4,Italy,HIGH HUMAN DEVELOPMENT,
,Adult literacy rate (% aged 15 and above) 1995-2005,..,"Hong Kong, China (SAR)",HIGH HUMAN DEVELOPMENT,
,Adult literacy rate (% aged 15 and above) 1995-2005,..,Germany,HIGH HUMAN DEVELOPMENT,
,Adult literacy rate (% aged 15 and above) 1995-2005,97.1,Israel,HIGH HUMAN DEVELOPMENT,
,Adult literacy rate (% aged 15 and above) 1995-2005,96.0,Greece,HIGH HUMAN DEVELOPMENT,
,Adult literacy rate (% aged 15 and above) 1995-2005,92.5,Singapore,HIGH HUMAN DEVELOPMENT,
,Adult literacy rate (% aged 15 and above) 1995-2005,..,Korea (Republic of),HIGH HUMAN DEVELOPMENT,
,Adult literacy rate (% aged 15 and above) 1995-2005,99.7,Slovenia,HIGH HUMAN DEVELOPMENT,
,Adult literacy rate (% aged 15 and above) 1995-2005,96.8,Cyprus,HIGH HUMAN DEVELOPMENT,
,Adult literacy rate (% aged 15 and above) 1995-2005,93.8,Portugal,HIGH HUMAN DEVELOPMENT,
,Adult literacy rate (% aged 15 and above) 1995-2005,92.7,Brunei Darussalam,HIGH HUMAN DEVELOPMENT,
,Adult literacy rate (% aged 15 and above) 1995-2005,..,Barbados,HIGH HUMAN DEVELOPMENT,
,Adult literacy rate (% aged 15 and above) 1995-2005,..,Czech Republic,HIGH HUMAN DEVELOPMENT,
,Adult literacy rate (% aged 15 and above) 1995-2005,93.3,Kuwait,HIGH HUMAN DEVELOPMENT,
,Adult literacy rate (% aged 15 and above) 1995-2005,87.9,Malta,HIGH HUMAN DEVELOPMENT,
,Adult literacy rate (% aged 15 and above) 1995-2005,89.0,Qatar,HIGH HUMAN DEVELOPMENT,
,Adult literacy rate (% aged 15 and above) 1995-2005,..,Hungary,HIGH HUMAN DEVELOPMENT,
,Adult literacy rate (% aged 15 and above) 1995-2005,..,Poland,HIGH HUMAN DEVELOPMENT,
,Adult literacy rate (% aged 15 and above) 1995-2005,97.2,Argentina,HIGH HUMAN DEVELOPMENT,
,Adult literacy rate (% aged 15 and above) 1995-2005,88.7,United Arab Emirates,HIGH HUMAN DEVELOPMENT,
,Adult literacy rate (% aged 15 and above) 1995-2005,95.7,Chile,HIGH HUMAN DEVELOPMENT,
,Adult literacy rate (% aged 15 and above) 1995-2005,86.5,Bahrain,HIGH HUMAN DEVELOPMENT,
,Adult literacy rate (% aged 15 and above) 1995-2005,..,Slovakia,HIGH HUMAN DEVELOPMENT,
,Adult literacy rate (% aged 15 and above) 1995-2005,99.6,Lithuania,HIGH HUMAN DEVELOPMENT,
,Adult literacy rate (% aged 15 and above) 1995-2005,99.8,Estonia,HIGH HUMAN DEVELOPMENT,
,Adult literacy rate (% aged 15 and above) 1995-2005,99.7,Latvia,HIGH HUMAN DEVELOPMENT,
,Adult literacy rate (% aged 15 and above) 1995-2005,96.8,Uruguay,HIGH HUMAN DEVELOPMENT,
,Adult literacy rate (% aged 15 and above) 1995-2005,98.1,Croatia,HIGH HUMAN DEVELOPMENT,
,Adult literacy rate (% aged 15 and above) 1995-2005,94.9,Costa Rica,HIGH HUMAN DEVELOPMENT,
,Adult literacy rate (% aged 15 and above) 1995-2005,..,Bahamas,HIGH HUMAN DEVELOPMENT,
,Adult literacy rate (% aged 15 and above) 1995-2005,91.8,Seychelles,HIGH HUMAN DEVELOPMENT,"h,k"
,Adult literacy rate (% aged 15 and above) 1995-2005,99.8,Cuba,HIGH HUMAN DEVELOPMENT,
,Adult literacy rate (% aged 15 and above) 1995-2005,91.6,Mexico,HIGH HUMAN DEVELOPMENT,
,Adult literacy rate (% aged 15 and above) 1995-2005,98.2,Bulgaria,HIGH HUMAN DEVELOPMENT,
,Adult literacy rate (% aged 15 and above) 1995-2005,97.8,Saint Kitts and Nevis,HIGH HUMAN DEVELOPMENT,"h,p"
,Adult literacy rate (% aged 15 and above) 1995-2005,98.9,Tonga,HIGH HUMAN DEVELOPMENT,
,Adult literacy rate (% aged 15 and above) 1995-2005,84.2,Libyan Arab Jamahiriya,HIGH HUMAN DEVELOPMENT,
,Adult literacy rate (% aged 15 and above) 1995-2005,85.8,Antigua and Barbuda,HIGH HUMAN DEVELOPMENT,"h,p"
,Adult literacy rate (% aged 15 and above) 1995-2005,81.4,Oman,HIGH HUMAN DEVELOPMENT,
,Adult literacy rate (% aged 15 and above) 1995-2005,98.4,Trinidad and Tobago,HIGH HUMAN DEVELOPMENT,
,Adult literacy rate (% aged 15 and above) 1995-2005,97.3,Romania,HIGH HUMAN DEVELOPMENT,
,Adult literacy rate (% aged 15 and above) 1995-2005,82.9,Saudi Arabia,HIGH HUMAN DEVELOPMENT,
,Adult literacy rate (% aged 15 and above) 1995-2005,91.9,Panama,HIGH HUMAN DEVELOPMENT,
,Adult literacy rate (% aged 15 and above) 1995-2005,88.7,Malaysia,HIGH HUMAN DEVELOPMENT,
,Adult literacy rate (% aged 15 and above) 1995-2005,99.6,Belarus,HIGH HUMAN DEVELOPMENT,
,Adult literacy rate (% aged 15 and above) 1995-2005,84.3,Mauritius,HIGH HUMAN DEVELOPMENT,
,Adult literacy rate (% aged 15 and above) 1995-2005,96.7,Bosnia and Herzegovina,HIGH HUMAN DEVELOPMENT,
,Adult literacy rate (% aged 15 and above) 1995-2005,99.4,Russian Federation,HIGH HUMAN DEVELOPMENT,
,Adult literacy rate (% aged 15 and above) 1995-2005,98.7,Albania,HIGH HUMAN DEVELOPMENT,
,Adult literacy rate (% aged 15 and above) 1995-2005,96.1,Macedonia (TFYR),HIGH HUMAN DEVELOPMENT,
,Adult literacy rate (% aged 15 and above) 1995-2005,88.6,Brazil,HIGH HUMAN DEVELOPMENT,
,Adult literacy rate (% aged 15 and above) 1995-2005,88.0,Dominica,MEDIUM HUMAN DEVELOPMENT,"h,q"
,Adult literacy rate (% aged 15 and above) 1995-2005,94.8,Saint Lucia,MEDIUM HUMAN DEVELOPMENT,
,Adult literacy rate (% aged 15 and above) 1995-2005,99.5,Kazakhstan,MEDIUM HUMAN DEVELOPMENT,
,Adult literacy rate (% aged 15 and above) 1995-2005,93.0,Venezuela (Bolivarian Republic of),MEDIUM HUMAN DEVELOPMENT,
,Adult literacy rate (% aged 15 and above) 1995-2005,92.8,Colombia,MEDIUM HUMAN DEVELOPMENT,
,Adult literacy rate (% aged 15 and above) 1995-2005,99.4,Ukraine,MEDIUM HUMAN DEVELOPMENT,
,Adult literacy rate (% aged 15 and above) 1995-2005,98.6,Samoa,MEDIUM HUMAN DEVELOPMENT,
,Adult literacy rate (% aged 15 and above) 1995-2005,92.6,Thailand,MEDIUM HUMAN DEVELOPMENT,
